Date,Oil
10/16/2015,595
10/23/2015,594
10/30/2015,578
11/6/2015,572
11/13/2015,574
11/20/2015,564
11/25/2015,555
12/4/2015,545
12/11/2015,524
12/18/2015,541
12/23/2015,538
12/31/2015,536
1/8/2016,516
1/15/2016,515
1/22/2016,510
1/29/2016,498
2/5/2016,467
2/12/2016,439
2/19/2016,413
2/26/2016,400
3/4/2016,392
3/11/2016,386
3/18/2016,387
3/24/2016,372
4/1/2016,362
4/8/2016,354
4/15/2016,351
4/22/2016,343
4/29/2016,332
5/6/2016,328
5/13/2016,318
5/20/2016,318
5/27/2016,316
6/3/2016,325
6/10/2016,328
6/17/2016,337
6/24/2016,330
7/1/2016,341
7/8/2016,351
7/15/2016,357
7/22/2016,371
7/29/2016,374
8/5/2016,381
8/12/2016,396
8/19/2016,406
8/26/2016,406
9/2/2016,407
9/9/2016,414
9/16/2016,416
9/23/2016,418
9/30/2016,425
10/7/2016,428
10/14/2016,432
10/21/2016,443
10/28/2016,441
11/4/2016,450
11/11/2016,452
11/18/2016,471
11/23/2016,474
12/2/2016,477
12/9/2016,498
12/16/2016,510
12/23/2016,523
12/30/2016,525
1/6/2017,529
1/13/2017,522
1/20/2017,551
1/27/2017,566
2/3/2017,583
2/10/2017,591
2/17/2017,597
2/24/2017,602
3/3/2017,609
3/10/2017,617
3/17/2017,631
3/24/2017,652
3/31/2017,662
4/7/2017,672
4/13/2017,683
4/21/2017,688
4/28/2017,697
5/5/2017,703
5/12/2017,712
5/19/2017,720
5/26/2017,722
6/2/2017,733
6/9/2017,741
6/16/2017,747
6/23/2017,758
6/30/2017,756
7/7/2017,763
7/14/2017,765
7/21/2017,764
7/28/2017,766
8/4/2017,765
8/11/2017,768
8/18/2017,763
8/25/2017,759
9/1/2017,759
9/8/2017,756
9/15/2017,749
9/22/2017,744
9/29/2017,750
10/6/2017,748
10/13/2017,743
10/20/2017,736
10/27/2017,737
11/3/2017,729
11/10/2017,738
11/17/2017,738
11/22/2017,747
12/1/2017,749
12/8/2017,751
12/15/2017,747
12/22/2017,747
12/29/2017,747
1/5/2018,742
1/12/2018,752
1/19/2018,747
1/26/2018,759
2/2/2018,765
2/9/2018,791
2/16/2018,798
2/23/2018,799
3/2/2018,800
3/9/2018,796
3/16/2018,800
3/23/2018,804
3/29/2018,797
4/6/2018,808
4/13/2018,815
4/20/2018,820
4/27/2018,825
5/4/2018,834
5/11/2018,844
5/18/2018,844
5/25/2018,859
6/1/2018,861
6/8/2018,862
6/15/2018,863
6/22/2018,862
6/29/2018,858
7/6/2018,863
7/13/2018,863
7/20/2018,858
7/27/2018,861
8/3/2018,859
8/10/2018,869
8/17/2018,869
8/24/2018,860
8/31/2018,862
9/7/2018,860
9/14/2018,867
9/21/2018,866
9/28/2018,863
10/5/2018,861
10/12/2018,869
10/19/2018,873
10/26/2018,875
11/2/2018,874
11/9/2018,886
11/16/2018,888
11/21/2018,885
11/30/2018,887
12/7/2018,877
12/14/2018,873
12/21/2018,883
12/28/2018,885
1/4/2019,877
1/11/2019,873
1/18/2019,852
1/25/2019,862
2/1/2019,847
2/8/2019,854
2/15/2019,857
2/22/2019,853
3/1/2019,843
3/8/2019,834
3/15/2019,833
3/22/2019,824
3/29/2019,816
4/5/2019,831
4/12/2019,833
4/18/2019,825
4/26/2019,805
5/3/2019,807
5/10/2019,805
5/17/2019,802
5/24/2019,797
5/31/2019,800
6/7/2019,789
6/14/2019,788
6/21/2019,789
6/28/2019,793
7/3/2019,788
7/12/2019,784
7/19/2019,779
7/26/2019,776
8/2/2019,770
8/9/2019,764
8/16/2019,770
8/23/2019,754
8/30/2019,742
9/6/2019,738
9/13/2019,733
9/20/2019,719
9/27/2019,713
10/4/2019,710
10/11/2019,712
10/18/2019,713
10/25/2019,696
11/1/2019,691
11/8/2019,684
11/15/2019,674
11/22/2019,671
11/27/2019,668
12/6/2019,663
,
,
